ANIO,CVE_GEO,EDAD,SEXO,POBLACION
2018,08,13,2,33469
2018,08,14,1,34719
2018,08,14,2,33373
2018,08,15,1,34548
2018,08,15,2,33201
2018,08,16,1,34347
2018,08,16,2,33035
2018,08,17,1,34106
2018,08,17,2,32850
2019,08,0,1,32152
2019,08,0,2,30998
2019,08,1,1,32372
2019,08,1,2,31232
2019,08,2,1,32641
2019,08,2,2,31498
2019,08,3,1,32620
2019,08,3,2,31771
2019,08,4,1,32683
2019,08,4,2,32140
2019,08,5,1,32989
2019,08,5,2,32437
2019,08,6,1,33247
2019,08,6,2,32641
2019,08,7,1,33481
2019,08,7,2,32793
2019,08,8,1,33688
2019,08,8,2,32926
2019,08,9,1,33899
2019,08,9,2,33058
2019,08,10,1,34112
2019,08,10,2,33191
2019,08,11,1,34295
2019,08,11,2,33298
2019,08,12,1,34458
2019,08,12,2,33357
2019,08,13,1,34611
2019,08,13,2,33401
2019,08,14,1,34690
2019,08,14,2,33410
2019,08,15,1,34640
2019,08,15,2,33319
2019,08,16,1,34473
2019,08,16,2,33150
2019,08,17,1,34252
2019,08,17,2,32973
2020,08,0,1,31880
2020,08,0,2,30734
2020,08,1,1,32095
2020,08,1,2,30960
2020,08,2,1,32353
2020,08,2,2,31215
2020,08,3,1,32619
2020,08,3,2,31469
2020,08,4,1,32590
2020,08,4,2,31731
2020,08,5,1,32638
2020,08,5,2,32087
2020,08,6,1,32928
2020,08,6,2,32382
2020,08,7,1,33181
2020,08,7,2,32588
2020,08,8,1,33412
2020,08,8,2,32741
2020,08,9,1,33617
2020,08,9,2,32876
2020,08,10,1,33835
2020,08,10,2,33012
2020,08,11,1,34054
2020,08,11,2,33147
2020,08,12,1,34233
2020,08,12,2,33251
2020,08,13,1,34389
2020,08,13,2,33304
2020,08,14,1,34527
2020,08,14,2,33343
2020,08,15,1,34612
2020,08,15,2,33356
2020,08,16,1,34567
2020,08,16,2,33268
2020,08,17,1,34378
2020,08,17,2,33090
2021,08,0,1,31617
2021,08,0,2,30478
2021,08,1,1,31827
2021,08,1,2,30700
2021,08,2,1,32077
2021,08,2,2,30946
2021,08,3,1,32333
2021,08,3,2,31189
2021,08,4,1,32588
2021,08,4,2,31430
2021,08,5,1,32545
2021,08,5,2,31681
2021,08,6,1,32578
2021,08,6,2,32033
2021,08,7,1,32863
2021,08,7,2,32330
2021,08,8,1,33113
2021,08,8,2,32538
2021,08,9,1,33342
2021,08,9,2,32693
2021,08,10,1,33554
2021,08,10,2,32831
2021,08,11,1,33778
2021,08,11,2,32970
2021,08,12,1,33993
2021,08,12,2,33101
2021,08,13,1,34164
2021,08,13,2,33199
2021,08,14,1,34307
2021,08,14,2,33247
2021,08,15,1,34452
2021,08,15,2,33290
2021,08,16,1,34540
2021,08,16,2,33306
2021,08,17,1,34473
2021,08,17,2,33208
2012,09,0,1,62364
2012,09,0,2,60245
2012,09,1,1,63069
2012,09,1,2,60966
2012,09,2,1,63808
2012,09,2,2,61680
2012,09,3,1,64507
2012,09,3,2,62349
2012,09,4,1,65130
2012,09,4,2,62948
2012,09,5,1,65745
2012,09,5,2,63483
2012,09,6,1,66412
2012,09,6,2,64062
2012,09,7,1,67067
2012,09,7,2,64674
2012,09,8,1,67566
2012,09,8,2,65172
2012,09,9,1,67931
2012,09,9,2,65595
2012,09,10,1,68343
2012,09,10,2,66106
2012,09,11,1,68853
2012,09,11,2,66709
2012,09,12,1,69496
2012,09,12,2,67366
2012,09,13,1,70345
2012,09,13,2,68110
2012,09,14,1,71376
2012,09,14,2,69019
2012,09,15,1,72536
2012,09,15,2,70153
2012,09,16,1,73818
2012,09,16,2,71482
2012,09,17,1,75146
2012,09,17,2,72863
2013,09,0,1,60454
2013,09,0,2,58519
2013,09,1,1,61179
2013,09,1,2,59245
2013,09,2,1,61913
2013,09,2,2,59951
2013,09,3,1,62626
2013,09,3,2,60620
2013,09,4,1,63322
2013,09,4,2,61275
2013,09,5,1,63972
2013,09,5,2,61889
2013,09,6,1,64635
2013,09,6,2,62467
2013,09,7,1,65367
2013,09,7,2,63111
2013,09,8,1,66096
2013,09,8,2,63793
2013,09,9,1,66682
2013,09,9,2,64369
2013,09,10,1,67143
2013,09,10,2,64874
2013,09,11,1,67662
2013,09,11,2,65476
2013,09,12,1,68285
2013,09,12,2,66179
2013,09,13,1,69030
2013,09,13,2,66931
2013,09,14,1,69970
2013,09,14,2,67766
2013,09,15,1,71077
2013,09,15,2,68754
2013,09,16,1,72301
2013,09,16,2,69959
2013,09,17,1,73636
2013,09,17,2,71349
2014,09,0,1,58519
2014,09,0,2,56792
2014,09,1,1,59259
2014,09,1,2,57551
2014,09,2,1,60044
2014,09,2,2,58266
2014,09,3,1,60773
2014,09,3,2,58934
2014,09,4,1,61495
2014,09,4,2,59591
2014,09,5,1,62219
2014,09,5,2,60257
2014,09,6,1,62914
2014,09,6,2,60911
2014,09,7,1,63639
2014,09,7,2,61554
2014,09,8,1,64443
2014,09,8,2,62266
2014,09,9,1,65254
2014,09,9,2,63022
2014,09,10,1,65930
2014,09,10,2,63675
2014,09,11,1,66489
2014,09,11,2,64263
2014,09,12,1,67107
2014,09,12,2,64955
2014,09,13,1,67820
2014,09,13,2,65744
2014,09,14,1,68650
2014,09,14,2,66578
2014,09,15,1,69662
2014,09,15,2,67487
2014,09,16,1,70829
2014,09,16,2,68542
2014,09,17,1,72107
2014,09,17,2,69805
2015,09,0,1,56515
2015,09,0,2,54961
2015,09,1,1,57319
2015,09,1,2,55801
2015,09,2,1,58153
2015,09,2,2,56573
2015,09,3,1,58952
2015,09,3,2,57267
2015,09,4,1,59696
2015,09,4,2,57932
2015,09,5,1,60446
2015,09,5,2,58606
2015,09,6,1,61212
2015,09,6,2,59313
2015,09,7,1,61967
2015,09,7,2,60031
2015,09,8,1,62761
2015,09,8,2,60742
2015,09,9,1,63643
2015,09,9,2,61526
2015,09,10,1,64537
2015,09,10,2,62355
2015,09,11,1,65301
2015,09,11,2,63083
2015,09,12,1,65946
2015,09,12,2,63752
2015,09,13,1,66643
2015,09,13,2,64519
2015,09,14,1,67432
2015,09,14,2,65381
2015,09,15,1,68327
2015,09,15,2,66283
2015,09,16,1,69396
2015,09,16,2,67253
2015,09,17,1,70615
2015,09,17,2,68364
2016,09,0,1,55731
2016,09,0,2,53952
2016,09,1,1,55491
2016,09,1,2,54027
2016,09,2,1,56372
2016,09,2,2,54884
2016,09,3,1,57212
2016,09,3,2,55635
2016,09,4,1,58007
2016,09,4,2,56316
2016,09,5,1,58833
2016,09,5,2,57063
2016,09,6,1,59676
2016,09,6,2,57837
2016,09,7,1,60464
2016,09,7,2,58573
2016,09,8,1,61246
2016,09,8,2,59322
2016,09,9,1,62072
2016,09,9,2,60066
2016,09,10,1,63053
2016,09,10,2,60960
2016,09,11,1,64049
2016,09,11,2,61897
2016,09,12,1,64843
2016,09,12,2,62655
2016,09,13,1,65515
2016,09,13,2,63351
2016,09,14,1,66232
2016,09,14,2,64142
2016,09,15,1,67142
2016,09,15,2,65125
2016,09,16,1,68153
2016,09,16,2,66142
2016,09,17,1,69222
2016,09,17,2,67123
2017,09,0,1,55328
2017,09,0,2,53265
2017,09,1,1,54864
2017,09,1,2,53084
2017,09,2,1,54692
2017,09,2,2,53188
2017,09,3,1,55563
2017,09,3,2,54017
2017,09,4,1,56380
2017,09,4,2,54739
2017,09,5,1,57308
2017,09,5,2,55562
2017,09,6,1,58275
2017,09,6,2,56465
2017,09,7,1,59104
2017,09,7,2,57234
2017,09,8,1,59879
2017,09,8,2,57964
2017,09,9,1,60649
2017,09,9,2,58707
2017,09,10,1,61594
2017,09,10,2,59596
2017,09,11,1,62694
2017,09,11,2,60634
2017,09,12,1,63672
2017,09,12,2,61555
2017,09,13,1,64444
2017,09,13,2,62295
2017,09,14,1,65083
2017,09,14,2,62970
2017,09,15,1,65977
2017,09,15,2,63938
2017,09,16,1,67056
2017,09,16,2,65090
2017,09,17,1,68013
2017,09,17,2,66074
2018,09,0,1,54241
2018,09,0,2,52214
2018,09,1,1,54475
2018,09,1,2,52417
2018,09,2,1,54082
2018,09,2,2,52272
2018,09,3,1,53924
2018,09,3,2,52363
2018,09,4,1,54769
2018,09,4,2,53162
2018,09,5,1,55712
2018,09,5,2,54019
2018,09,6,1,56773
2018,09,6,2,54991
2018,09,7,1,57722
2018,09,7,2,55886
2018,09,8,1,58537
2018,09,8,2,56648
2018,09,9,1,59300
2018,09,9,2,57371
2018,09,10,1,60188
2018,09,10,2,58255
2018,09,11,1,61250
2018,09,11,2,59284
2018,09,12,1,62332
2018,09,12,2,60306
2018,09,13,1,63286
2018,09,13,2,61208
2018,09,14,1,64025
2018,09,14,2,61930
2018,09,15,1,64841
2018,09,15,2,62782
2018,09,16,1,65900
2018,09,16,2,63920
2018,09,17,1,66924
2018,09,17,2,65037
2019,09,0,1,53210
2019,09,0,2,51219
2019,09,1,1,53420
2019,09,1,2,51395
2019,09,2,1,53705
2019,09,2,2,51624
2019,09,3,1,53328
2019,09,3,2,51471
2019,09,4,1,53168
2019,09,4,2,51548
2019,09,5,1,54132
2019,09,5,2,52474
2019,09,6,1,55201
2019,09,6,2,53474
2019,09,7,1,56242
2019,09,7,2,54436
2019,09,8,1,57175
2019,09,8,2,55322
2019,09,9,1,57977
2019,09,9,2,56076
2019,09,10,1,58856
2019,09,10,2,56937
2019,09,11,1,59858
2019,09,11,2,57958
2019,09,12,1,60903
2019,09,12,2,58970
2019,09,13,1,61959
2019,09,13,2,59973
2019,09,14,1,62880
2019,09,14,2,60856
2019,09,15,1,63794
2019,09,15,2,61755
2019,09,16,1,64773
2019,09,16,2,62777
2019,09,17,1,65778
2019,09,17,2,63880
2020,09,0,1,52218
2020,09,0,2,50262
2020,09,1,1,52417
2020,09,1,2,50425
2020,09,2,1,52674
2020,09,2,2,50626
2020,09,3,1,52958
2020,09,3,2,50840
2020,09,4,1,52584
2020,09,4,2,50678
2020,09,5,1,52561
2020,09,5,2,50892
2020,09,6,1,53644
2020,09,6,2,51954
2020,09,7,1,54692
2020,09,7,2,52943
2020,09,8,1,55715
2020,09,8,2,53895
2020,09,9,1,56634
2020,09,9,2,54771
2020,09,10,1,57549
2020,09,10,2,55658
2020,09,11,1,58539
2020,09,11,2,56655
2020,09,12,1,59525
2020,09,12,2,57659
2020,09,13,1,60545
2020,09,13,2,58652
2020,09,14,1,61568
2020,09,14,2,59634
2020,09,15,1,62661
2020,09,15,2,60692
2020,09,16,1,63736
2020,09,16,2,61759
2020,09,17,1,64663
2020,09,17,2,62749
2021,09,0,1,51263
2021,09,0,2,49342
2021,09,1,1,51448
2021,09,1,2,49491
2021,09,2,1,51691
2021,09,2,2,49677
2021,09,3,1,51947
2021,09,3,2,49864
2021,09,4,1,52219
2021,09,4,2,50062
2021,09,5,1,51986
2021,09,5,2,50040
2021,09,6,1,52095
2021,09,6,2,50397
2021,09,7,1,53157
2021,09,7,2,51448
2021,09,8,1,54188
2021,09,8,2,52427
2021,09,9,1,55195
2021,09,9,2,53366
2021,09,10,1,56221
2021,09,10,2,54370
2021,09,11,1,57245
2021,09,11,2,55389
2021,09,12,1,58219
2021,09,12,2,56369
2021,09,13,1,59182
2021,09,13,2,57355
2021,09,14,1,60170
2021,09,14,2,58327
2021,09,15,1,61362
2021,09,15,2,59480
2021,09,16,1,62614
2021,09,16,2,60703
2021,09,17,1,63638
2021,09,17,2,61740
2012,10,0,1,17840
2012,10,0,2,17228
2012,10,1,1,17815
2012,10,1,2,17236
2012,10,2,1,17814
2012,10,2,2,17248
2012,10,3,1,17815
2012,10,3,2,17254
2012,10,4,1,17804
2012,10,4,2,17246
2012,10,5,1,17797
2012,10,5,2,17221
2012,10,6,1,17804
2012,10,6,2,17204
2012,10,7,1,17803
2012,10,7,2,17189
2012,10,8,1,17752
2012,10,8,2,17134
2012,10,9,1,17654
2012,10,9,2,17047
2012,10,10,1,17554
2012,10,10,2,16969
2012,10,11,1,17461
2012,10,11,2,16895
2012,10,12,1,17378
2012,10,12,2,16811
2012,10,13,1,17316
2012,10,13,2,16724
2012,10,14,1,17267
2012,10,14,2,16648
2012,10,15,1,17212
2012,10,15,2,16594
2012,10,16,1,17149
2012,10,16,2,16554
2012,10,17,1,17062
2012,10,17,2,16495
2013,10,0,1,17957
2013,10,0,2,17330
2013,10,1,1,17967
2013,10,1,2,17372
2013,10,2,1,17963
2013,10,2,2,17390
2013,10,3,1,17950
2013,10,3,2,17388
2013,10,4,1,17934
2013,10,4,2,17378
2013,10,5,1,17908
2013,10,5,2,17355
2013,10,6,1,17884
2013,10,6,2,17315
2013,10,7,1,17875
2013,10,7,2,17285
2013,10,8,1,17855
2013,10,8,2,17254
2013,10,9,1,17784
2013,10,9,2,17182
2013,10,10,1,17666
2013,10,10,2,17074
2013,10,11,1,17547
2013,10,11,2,16976
2013,10,12,1,17438
2013,10,12,2,16887
2013,10,13,1,17340
2013,10,13,2,16790
2013,10,14,1,17264
2013,10,14,2,16689
2013,10,15,1,17197
2013,10,15,2,16600
2013,10,16,1,17124
2013,10,16,2,16534
2013,10,17,1,17044
2013,10,17,2,16482
2014,10,0,1,18063
2014,10,0,2,17427
2014,10,1,1,18108
2014,10,1,2,17513
2014,10,2,1,18117
2014,10,2,2,17541
2014,10,3,1,18090
2014,10,3,2,17530
2014,10,4,1,18055
2014,10,4,2,17504
2014,10,5,1,18021
2014,10,5,2,17475
2014,10,6,1,17977
2014,10,6,2,17433
2014,10,7,1,17936
2014,10,7,2,17379
2014,10,8,1,17908
2014,10,8,2,17333
2014,10,9,1,17867
2014,10,9,2,17283
2014,10,10,1,17775
2014,10,10,2,17189
2014,10,11,1,17639
2014,10,11,2,17063
2014,10,12,1,17509
2014,10,12,2,16952
2014,10,13,1,17390
2014,10,13,2,16853
2014,10,14,1,17282
2014,10,14,2,16747
2014,10,15,1,17191
2014,10,15,2,16636
2014,10,16,1,17109
2014,10,16,2,16536
2014,10,17,1,17021
2014,10,17,2,16460
2015,10,0,1,18143
2015,10,0,2,17489
2015,10,1,1,18239
2015,10,1,2,17634
2015,10,2,1,18261
2015,10,2,2,17688
2015,10,3,1,18236
2015,10,3,2,17675
2015,10,4,1,18181
2015,10,4,2,17634
2015,10,5,1,18125
2015,10,5,2,17586
2015,10,6,1,18072
2015,10,6,2,17537
2015,10,7,1,18009
2015,10,7,2,17481
2015,10,8,1,17949
2015,10,8,2,17410
2015,10,9,1,17899
2015,10,9,2,17343
2015,10,10,1,17838
2015,10,10,2,17271
2015,10,11,1,17729
2015,10,11,2,17160
2015,10,12,1,17586
2015,10,12,2,17024
2015,10,13,1,17451
2015,10,13,2,16907
2015,10,14,1,17326
2015,10,14,2,16802
2015,10,15,1,17206
2015,10,15,2,16688
2015,10,16,1,17101
2015,10,16,2,16568
2015,10,17,1,17004
2015,10,17,2,16460
2016,10,0,1,17629
2016,10,0,2,16995
2016,10,1,1,18187
2016,10,1,2,17557
2016,10,2,1,18282
2016,10,2,2,17691
2016,10,3,1,18287
2016,10,3,2,17720
2016,10,4,1,18246
2016,10,4,2,17689
2016,10,5,1,18183
2016,10,5,2,17640
2016,10,6,1,18121
2016,10,6,2,17587
2016,10,7,1,18058
2016,10,7,2,17532
2016,10,8,1,17986
2016,10,8,2,17468
2016,10,9,1,17916
2016,10,9,2,17388
2016,10,10,1,17857
2016,10,10,2,17310
2016,10,11,1,17789
2016,10,11,2,17229
2016,10,12,1,17677
2016,10,12,2,17113
2016,10,13,1,17531
2016,10,13,2,16974
2016,10,14,1,17390
2016,10,14,2,16853
2016,10,15,1,17249
2016,10,15,2,16733
2016,10,16,1,17111
2016,10,16,2,16603
2016,10,17,1,16994
2016,10,17,2,16478
2017,10,0,1,17024
2017,10,0,2,16422
2017,10,1,1,17533
2017,10,1,2,16918
2017,10,2,1,18116
2017,10,2,2,17493
2017,10,3,1,18215
2017,10,3,2,17625
2017,10,4,1,18220
2017,10,4,2,17651
2017,10,5,1,18186
2017,10,5,2,17628
2017,10,6,1,18129
2017,10,6,2,17590
2017,10,7,1,18068
2017,10,7,2,17540
2017,10,8,1,18006
2017,10,8,2,17488
2017,10,9,1,17936
2017,10,9,2,17426
2017,10,10,1,17869
2017,10,10,2,17345
2017,10,11,1,17813
2017,10,11,2,17265
2017,10,12,1,17744
2017,10,12,2,17183
2017,10,13,1,17628
2017,10,13,2,17065
2017,10,14,1,17474
2017,10,14,2,16923
2017,10,15,1,17311
2017,10,15,2,16779
2017,10,16,1,17147
2017,10,16,2,16635
2017,10,17,1,16997
2017,10,17,2,16500
2018,10,0,1,16842
2018,10,0,2,16245
2018,10,1,1,16938
2018,10,1,2,16354
2018,10,2,1,17471
2018,10,2,2,16863
2018,10,3,1,18053
2018,10,3,2,17432
2018,10,4,1,18151
2018,10,4,2,17561
2018,10,5,1,18161
2018,10,5,2,17592
2018,10,6,1,18133
2018,10,6,2,17579
2018,10,7,1,18077
2018,10,7,2,17545
2018,10,8,1,18017
2018,10,8,2,17499
2018,10,9,1,17957
2018,10,9,2,17448
2018,10,10,1,17890
2018,10,10,2,17385
2018,10,11,1,17826
2018,10,11,2,17301
2018,10,12,1,17768
2018,10,12,2,17221
2018,10,13,1,17695
2018,10,13,2,17136
2018,10,14,1,17572
2018,10,14,2,17016
2018,10,15,1,17396
2018,10,15,2,16852
2018,10,16,1,17210
2018,10,16,2,16685
2018,10,17,1,17033
2018,10,17,2,16537
2019,10,0,1,16673
2019,10,0,2,16080
2019,10,1,1,16764
2019,10,1,2,16182
2019,10,2,1,16886
2019,10,2,2,16308
2019,10,3,1,17417
2019,10,3,2,16810
2019,10,4,1,17994
2019,10,4,2,17372
2019,10,5,1,18096
2019,10,5,2,17506
2019,10,6,1,18111
2019,10,6,2,17546
2019,10,7,1,18082
2019,10,7,2,17537
2019,10,8,1,18027
2019,10,8,2,17506
2019,10,9,1,17969
2019,10,9,2,17461
2019,10,10,1,17911
2019,10,10,2,17409
2019,10,11,1,17848
2019,10,11,2,17342
2019,10,12,1,17782
2019,10,12,2,17259
2019,10,13,1,17721
2019,10,13,2,17176
2019,10,14,1,17640
2019,10,14,2,17089
2019,10,15,1,17495
2019,10,15,2,16947
2019,10,16,1,17297
2019,10,16,2,16762
2019,10,17,1,17098
2019,10,17,2,16590
2020,10,0,1,16515
2020,10,0,2,15926
2020,10,1,1,16600
2020,10,1,2,16021
2020,10,2,1,16715
2020,10,2,2,16139
2020,10,3,1,16838
2020,10,3,2,16262
2020,10,4,1,17365
2020,10,4,2,16756
2020,10,5,1,17942
2020,10,5,2,17320
2020,10,6,1,18047
2020,10,6,2,17462
2020,10,7,1,18061
2020,10,7,2,17506
2020,10,8,1,18033
2020,10,8,2,17499
2020,10,9,1,17980
2020,10,9,2,17470
2020,10,10,1,17925
2020,10,10,2,17424
2020,10,11,1,17870
2020,10,11,2,17368
2020,10,12,1,17805
2020,10,12,2,17300
2020,10,13,1,17735
2020,10,13,2,17215
2020,10,14,1,17667
2020,10,14,2,17130
2020,10,15,1,17564
2020,10,15,2,17022
2020,10,16,1,17396
2020,10,16,2,16859
2020,10,17,1,17186
2020,10,17,2,16669
2021,10,0,1,16367
2021,10,0,2,15782
2021,10,1,1,16445
2021,10,1,2,15871
2021,10,2,1,16555
2021,10,2,2,15981
2021,10,3,1,16670
2021,10,3,2,16095
2021,10,4,1,16792
2021,10,4,2,16215
2021,10,5,1,17317
2021,10,5,2,16710
2021,10,6,1,17894
2021,10,6,2,17279
2021,10,7,1,17999
2021,10,7,2,17424
2021,10,8,1,18013
2021,10,8,2,17469
2021,10,9,1,17986
2021,10,9,2,17464
2021,10,10,1,17937
2021,10,10,2,17433
2021,10,11,1,17884
2021,10,11,2,17384
2021,10,12,1,17829
2021,10,12,2,17327
2021,10,13,1,17759
2021,10,13,2,17258
2021,10,14,1,17683
2021,10,14,2,17170
2021,10,15,1,17593
2021,10,15,2,17064
2021,10,16,1,17467
2021,10,16,2,16936
2021,10,17,1,17287
2021,10,17,2,16768
2012,11,0,1,59893
2012,11,0,2,57653
2012,11,1,1,59490
2012,11,1,2,57354
2012,11,2,1,59315
2012,11,2,2,57246
2012,11,3,1,59246
2012,11,3,2,57229
2012,11,4,1,59197
2012,11,4,2,57233
2012,11,5,1,59189
2012,11,5,2,57226
2012,11,6,1,59248
2012,11,6,2,57280
2012,11,7,1,59287
2012,11,7,2,57362
2012,11,8,1,59167
2012,11,8,2,57336
2012,11,9,1,58900
2012,11,9,2,57227
2012,11,10,1,58636
2012,11,10,2,57174
2012,11,11,1,58386
2012,11,11,2,57149
2012,11,12,1,58143
2012,11,12,2,57088
2012,11,13,1,57948
2012,11,13,2,57001
2012,11,14,1,57763
2012,11,14,2,56941
2012,11,15,1,57544
2012,11,15,2,56958
2012,11,16,1,57288
2012,11,16,2,57025
2012,11,17,1,56950
2012,11,17,2,57034
2013,11,0,1,59873
2013,11,0,2,57536
2013,11,1,1,59492
2013,11,1,2,57238
2013,11,2,1,59264
2013,11,2,2,57082
2013,11,3,1,59132
2013,11,3,2,57009
2013,11,4,1,59072
2013,11,4,2,57002
2013,11,5,1,59022
2013,11,5,2,57007
2013,11,6,1,59011
2013,11,6,2,57005
2013,11,7,1,59065
2013,11,7,2,57066
2013,11,8,1,59102
2013,11,8,2,57158
2013,11,9,1,58988
2013,11,9,2,57143
2013,11,10,1,58735
2013,11,10,2,57049
2013,11,11,1,58478
2013,11,11,2,57002
2013,11,12,1,58229
2013,11,12,2,56975
2013,11,13,1,57980
2013,11,13,2,56904
2013,11,14,1,57771
2013,11,14,2,56804
2013,11,15,1,57568
2013,11,15,2,56732
2013,11,16,1,57331
2013,11,16,2,56736
2013,11,17,1,57063
2013,11,17,2,56793
2014,11,0,1,59820
2014,11,0,2,57409
2014,11,1,1,59457
2014,11,1,2,57139
2014,11,2,1,59229
2014,11,2,2,56952
2014,11,3,1,59037
2014,11,3,2,56820
2014,11,4,1,58921
2014,11,4,2,56753
2014,11,5,1,58865
2014,11,5,2,56747
2014,11,6,1,58818
2014,11,6,2,56759
2014,11,7,1,58810
2014,11,7,2,56768
2014,11,8,1,58870
2014,11,8,2,56843
2014,11,9,1,58919
2014,11,9,2,56950
2014,11,10,1,58826
2014,11,10,2,56954
2014,11,11,1,58592
2014,11,11,2,56874
2014,11,12,1,58348
2014,11,12,2,56831
2014,11,13,1,58103
2014,11,13,2,56800
2014,11,14,1,57848
2014,11,14,2,56720
2014,11,15,1,57624
2014,11,15,2,56610
2014,11,16,1,57405
2014,11,16,2,56525
2014,11,17,1,57154
2014,11,17,2,56519
2015,11,0,1,59680
2015,11,0,2,57165
2015,11,1,1,59394
2015,11,1,2,56979
2015,11,2,1,59165
2015,11,2,2,56808
2015,11,3,1,58966
2015,11,3,2,56643
2015,11,4,1,58789
2015,11,4,2,56521
2015,11,5,1,58682
2015,11,5,2,56462
2015,11,6,1,58636
2015,11,6,2,56467
2015,11,7,1,58599
2015,11,7,2,56497
2015,11,8,1,58604
2015,11,8,2,56526
2015,11,9,1,58682
2015,11,9,2,56620
2015,11,10,1,58761
2015,11,10,2,56751
2015,11,11,1,58698
2015,11,11,2,56775
2015,11,12,1,58487
2015,11,12,2,56706
2015,11,13,1,58258
2015,11,13,2,56665
2015,11,14,1,58013
2015,11,14,2,56629
2015,11,15,1,57746
2015,11,15,2,56541
2015,11,16,1,57506
2015,11,16,2,56418
2015,11,17,1,57270
2015,11,17,2,56324
2016,11,0,1,59171
2016,11,0,2,56849
2016,11,1,1,59316
2016,11,1,2,56817
2016,11,2,1,59158
2016,11,2,2,56710
2016,11,3,1,58959
2016,11,3,2,56548
2016,11,4,1,58776
2016,11,4,2,56388
2016,11,5,1,58601
2016,11,5,2,56266
2016,11,6,1,58494
2016,11,6,2,56209
2016,11,7,1,58459
2016,11,7,2,56236
2016,11,8,1,58437
2016,11,8,2,56287
2016,11,9,1,58457
2016,11,9,2,56337
2016,11,10,1,58556
2016,11,10,2,56448
2016,11,11,1,58655
2016,11,11,2,56590
2016,11,12,1,58602
2016,11,12,2,56619
2016,11,13,1,58386
2016,11,13,2,56544
2016,11,14,1,58134
2016,11,14,2,56488
2016,11,15,1,57849
2016,11,15,2,56424
2016,11,16,1,57533
2016,11,16,2,56302
2016,11,17,1,57244
2016,11,17,2,56151
2017,11,0,1,58502
2017,11,0,2,56432
2017,11,1,1,58867
2017,11,1,2,56600
2017,11,2,1,59139
2017,11,2,2,56634
2017,11,3,1,59016
2017,11,3,2,56525
2017,11,4,1,58836
2017,11,4,2,56363
2017,11,5,1,58644
2017,11,5,2,56194
2017,11,6,1,58458
2017,11,6,2,56064
2017,11,7,1,58363
2017,11,7,2,56029
2017,11,8,1,58341
2017,11,8,2,56076
2017,11,9,1,58330
2017,11,9,2,56146
2017,11,10,1,58358
2017,11,10,2,56201
2017,11,11,1,58461
2017,11,11,2,56312
2017,11,12,1,58551
2017,11,12,2,56449
2017,11,13,1,58468
2017,11,13,2,56463
2017,11,14,1,58201
2017,11,14,2,56362
2017,11,15,1,57879
2017,11,15,2,56258
2017,11,16,1,57508
2017,11,16,2,56139
2017,11,17,1,57107
2017,11,17,2,55970
2018,11,0,1,57849
2018,11,0,2,55793
2018,11,1,1,58223
2018,11,1,2,56198
2018,11,2,1,58707
2018,11,2,2,56430
2018,11,3,1,59008
2018,11,3,2,56463
2018,11,4,1,58901
2018,11,4,2,56354
2018,11,5,1,58709
2018,11,5,2,56181
2018,11,6,1,58505
2018,11,6,2,56004
2018,11,7,1,58330
2018,11,7,2,55894
2018,11,8,1,58248
2018,11,8,2,55879
2018,11,9,1,58238
2018,11,9,2,55944
2018,11,10,1,58234
2018,11,10,2,56020
2018,11,11,1,58264
2018,11,11,2,56075
2018,11,12,1,58359
2018,11,12,2,56183
2018,11,13,1,58419
2018,11,13,2,56304
2018,11,14,1,58285
2018,11,14,2,56295
2018,11,15,1,57947
2018,11,15,2,56151
2018,11,16,1,57538
2018,11,16,2,55996
2018,11,17,1,57080
2018,11,17,2,55832
2019,11,0,1,57201
2019,11,0,2,55161
2019,11,1,1,57595
2019,11,1,2,55576
2019,11,2,1,58081
2019,11,2,2,56041
2019,11,3,1,58590
2019,11,3,2,56269
2019,11,4,1,58903
2019,11,4,2,56300
2019,11,5,1,58782
2019,11,5,2,56179
2019,11,6,1,58575
2019,11,6,2,55996
2019,11,7,1,58381
2019,11,7,2,55840
2019,11,8,1,58218
2019,11,8,2,55751
2019,11,9,1,58146
2019,11,9,2,55753
2019,11,10,1,58144
2019,11,10,2,55825
2019,11,11,1,58142
2019,11,11,2,55899
2019,11,12,1,58164
2019,11,12,2,55951
2019,11,13,1,58231
2019,11,13,2,56045
2019,11,14,1,58239
2019,11,14,2,56143
2019,11,15,1,58032
2019,11,15,2,56096
2019,11,16,1,57607
2019,11,16,2,55905
2019,11,17,1,57109
2019,11,17,2,55704
2020,11,0,1,56553
2020,11,0,2,54530
2020,11,1,1,56965
2020,11,1,2,54955
2020,11,2,1,57465
2020,11,2,2,55429
2020,11,3,1,57974
2020,11,3,2,55889
2020,11,4,1,58492
2020,11,4,2,56112
2020,11,5,1,58788
2020,11,5,2,56131
2020,11,6,1,58652
2020,11,6,2,56000
2020,11,7,1,58454
2020,11,7,2,55837
2020,11,8,1,58270
2020,11,8,2,55702
2020,11,9,1,58118
2020,11,9,2,55629
2020,11,10,1,58052
2020,11,10,2,55638
2020,11,11,1,58054
2020,11,11,2,55709
2020,11,12,1,58044
2020,11,12,2,55779
2020,11,13,1,58040
2020,11,13,2,55819
2020,11,14,1,58054
2020,11,14,2,55890
2020,11,15,1,57991
2020,11,15,2,55951
2020,11,16,1,57698
2020,11,16,2,55859
2020,11,17,1,57184
2020,11,17,2,55624
2021,11,0,1,55905
2021,11,0,2,53902
2021,11,1,1,56326
