ANIO,CVE_GEO,EDAD,SEXO,POBLACION
2020,16,8,1,46409
2020,16,8,2,44783
2020,16,9,1,46117
2020,16,9,2,44574
2020,16,10,1,45828
2020,16,10,2,44375
2020,16,11,1,45544
2020,16,11,2,44192
2020,16,12,1,45238
2020,16,12,2,44005
2020,16,13,1,44930
2020,16,13,2,43788
2020,16,14,1,44635
2020,16,14,2,43595
2020,16,15,1,44244
2020,16,15,2,43379
2020,16,16,1,43659
2020,16,16,2,43026
2020,16,17,1,42932
2020,16,17,2,42593
2021,16,0,1,45221
2021,16,0,2,43614
2021,16,1,1,45308
2021,16,1,2,43728
2021,16,2,1,45463
2021,16,2,2,43872
2021,16,3,1,45605
2021,16,3,2,43984
2021,16,4,1,45734
2021,16,4,2,44074
2021,16,5,1,46394
2021,16,5,2,44657
2021,16,6,1,46876
2021,16,6,2,45097
2021,16,7,1,46743
2021,16,7,2,45011
2021,16,8,1,46511
2021,16,8,2,44830
2021,16,9,1,46250
2021,16,9,2,44621
2021,16,10,1,45949
2021,16,10,2,44406
2021,16,11,1,45651
2021,16,11,2,44198
2021,16,12,1,45364
2021,16,12,2,44013
2021,16,13,1,45041
2021,16,13,2,43816
2021,16,14,1,44701
2021,16,14,2,43584
2021,16,15,1,44315
2021,16,15,2,43335
2021,16,16,1,43826
2021,16,16,2,43055
2021,16,17,1,43183
2021,16,17,2,42675
2012,17,0,1,17030
2012,17,0,2,16340
2012,17,1,1,17018
2012,17,1,2,16326
2012,17,2,1,17055
2012,17,2,2,16359
2012,17,3,1,17112
2012,17,3,2,16412
2012,17,4,1,17165
2012,17,4,2,16470
2012,17,5,1,17228
2012,17,5,2,16523
2012,17,6,1,17308
2012,17,6,2,16595
2012,17,7,1,17384
2012,17,7,2,16678
2012,17,8,1,17415
2012,17,8,2,16731
2012,17,9,1,17404
2012,17,9,2,16762
2012,17,10,1,17396
2012,17,10,2,16811
2012,17,11,1,17397
2012,17,11,2,16871
2012,17,12,1,17407
2012,17,12,2,16924
2012,17,13,1,17439
2012,17,13,2,16972
2012,17,14,1,17483
2012,17,14,2,17034
2012,17,15,1,17525
2012,17,15,2,17121
2012,17,16,1,17560
2012,17,16,2,17223
2012,17,17,1,17571
2012,17,17,2,17306
2013,17,0,1,17087
2013,17,0,2,16392
2013,17,1,1,17051
2013,17,1,2,16351
2013,17,2,1,17056
2013,17,2,2,16354
2013,17,3,1,17085
2013,17,3,2,16382
2013,17,4,1,17129
2013,17,4,2,16429
2013,17,5,1,17175
2013,17,5,2,16480
2013,17,6,1,17230
2013,17,6,2,16531
2013,17,7,1,17305
2013,17,7,2,16605
2013,17,8,1,17377
2013,17,8,2,16689
2013,17,9,1,17408
2013,17,9,2,16747
2013,17,10,1,17400
2013,17,10,2,16784
2013,17,11,1,17395
2013,17,11,2,16839
2013,17,12,1,17398
2013,17,12,2,16901
2013,17,13,1,17407
2013,17,13,2,16954
2013,17,14,1,17436
2013,17,14,2,17003
2013,17,15,1,17476
2013,17,15,2,17063
2013,17,16,1,17511
2013,17,16,2,17146
2013,17,17,1,17540
2013,17,17,2,17246
2014,17,0,1,17134
2014,17,0,2,16440
2014,17,1,1,17073
2014,17,1,2,16381
2014,17,2,1,17061
2014,17,2,2,16360
2014,17,3,1,17063
2014,17,3,2,16361
2014,17,4,1,17085
2014,17,4,2,16384
2014,17,5,1,17124
2014,17,5,2,16426
2014,17,6,1,17164
2014,17,6,2,16476
2014,17,7,1,17216
2014,17,7,2,16531
2014,17,8,1,17290
2014,17,8,2,16608
2014,17,9,1,17365
2014,17,9,2,16700
2014,17,10,1,17401
2014,17,10,2,16767
2014,17,11,1,17399
2014,17,11,2,16812
2014,17,12,1,17399
2014,17,12,2,16870
2014,17,13,1,17402
2014,17,13,2,16934
2014,17,14,1,17410
2014,17,14,2,16988
2014,17,15,1,17437
2014,17,15,2,17036
2014,17,16,1,17472
2014,17,16,2,17094
2014,17,17,1,17503
2014,17,17,2,17176
2015,17,0,1,17157
2015,17,0,2,16454
2015,17,1,1,17088
2015,17,1,2,16393
2015,17,2,1,17057
2015,17,2,2,16361
2015,17,3,1,17048
2015,17,3,2,16344
2015,17,4,1,17047
2015,17,4,2,16343
2015,17,5,1,17066
2015,17,5,2,16364
2015,17,6,1,17102
2015,17,6,2,16408
2015,17,7,1,17140
2015,17,7,2,16464
2015,17,8,1,17193
2015,17,8,2,16526
2015,17,9,1,17273
2015,17,9,2,16613
2015,17,10,1,17355
2015,17,10,2,16717
2015,17,11,1,17401
2015,17,11,2,16794
2015,17,12,1,17405
2015,17,12,2,16844
2015,17,13,1,17406
2015,17,13,2,16905
2015,17,14,1,17410
2015,17,14,2,16971
2015,17,15,1,17418
2015,17,15,2,17025
2015,17,16,1,17441
2015,17,16,2,17072
2015,17,17,1,17473
2015,17,17,2,17130
2016,17,0,1,17270
2016,17,0,2,16603
2016,17,1,1,17127
2016,17,1,2,16435
2016,17,2,1,17087
2016,17,2,2,16395
2016,17,3,1,17061
2016,17,3,2,16365
2016,17,4,1,17052
2016,17,4,2,16345
2016,17,5,1,17052
2016,17,5,2,16340
2016,17,6,1,17072
2016,17,6,2,16360
2016,17,7,1,17108
2016,17,7,2,16410
2016,17,8,1,17147
2016,17,8,2,16473
2016,17,9,1,17205
2016,17,9,2,16541
2016,17,10,1,17289
2016,17,10,2,16634
2016,17,11,1,17377
2016,17,11,2,16743
2016,17,12,1,17425
2016,17,12,2,16821
2016,17,13,1,17428
2016,17,13,2,16872
2016,17,14,1,17424
2016,17,14,2,16930
2016,17,15,1,17421
2016,17,15,2,16997
2016,17,16,1,17418
2016,17,16,2,17050
2016,17,17,1,17432
2016,17,17,2,17094
2017,17,0,1,17316
2017,17,0,2,16693
2017,17,1,1,17268
2017,17,1,2,16627
2017,17,2,1,17150
2017,17,2,2,16472
2017,17,3,1,17114
2017,17,3,2,16429
2017,17,4,1,17089
2017,17,4,2,16395
2017,17,5,1,17084
2017,17,5,2,16368
2017,17,6,1,17089
2017,17,6,2,16359
2017,17,7,1,17110
2017,17,7,2,16383
2017,17,8,1,17146
2017,17,8,2,16436
2017,17,9,1,17187
2017,17,9,2,16501
2017,17,10,1,17246
2017,17,10,2,16568
2017,17,11,1,17331
2017,17,11,2,16659
2017,17,12,1,17416
2017,17,12,2,16765
2017,17,13,1,17459
2017,17,13,2,16841
2017,17,14,1,17451
2017,17,14,2,16885
2017,17,15,1,17430
2017,17,15,2,16944
2017,17,16,1,17407
2017,17,16,2,17009
2017,17,17,1,17388
2017,17,17,2,17054
2018,17,0,1,17223
2018,17,0,2,16603
2018,17,1,1,17315
2018,17,1,2,16716
2018,17,2,1,17289
2018,17,2,2,16663
2018,17,3,1,17176
2018,17,3,2,16505
2018,17,4,1,17140
2018,17,4,2,16459
2018,17,5,1,17119
2018,17,5,2,16419
2018,17,6,1,17119
2018,17,6,2,16388
2018,17,7,1,17125
2018,17,7,2,16382
2018,17,8,1,17147
2018,17,8,2,16409
2018,17,9,1,17183
2018,17,9,2,16464
2018,17,10,1,17226
2018,17,10,2,16528
2018,17,11,1,17286
2018,17,11,2,16593
2018,17,12,1,17369
2018,17,12,2,16682
2018,17,13,1,17449
2018,17,13,2,16785
2018,17,14,1,17482
2018,17,14,2,16856
2018,17,15,1,17456
2018,17,15,2,16901
2018,17,16,1,17415
2018,17,16,2,16960
2018,17,17,1,17376
2018,17,17,2,17016
2019,17,0,1,17132
2019,17,0,2,16512
2019,17,1,1,17226
2019,17,1,2,16628
2019,17,2,1,17338
2019,17,2,2,16751
2019,17,3,1,17315
2019,17,3,2,16694
2019,17,4,1,17201
2019,17,4,2,16534
2019,17,5,1,17169
2019,17,5,2,16481
2019,17,6,1,17153
2019,17,6,2,16438
2019,17,7,1,17153
2019,17,7,2,16411
2019,17,8,1,17160
2019,17,8,2,16408
2019,17,9,1,17184
2019,17,9,2,16437
2019,17,10,1,17221
2019,17,10,2,16490
2019,17,11,1,17265
2019,17,11,2,16553
2019,17,12,1,17324
2019,17,12,2,16616
2019,17,13,1,17400
2019,17,13,2,16702
2019,17,14,1,17471
2019,17,14,2,16800
2019,17,15,1,17487
2019,17,15,2,16873
2019,17,16,1,17440
2019,17,16,2,16918
2019,17,17,1,17384
2019,17,17,2,16968
2020,17,0,1,17037
2020,17,0,2,16420
2020,17,1,1,17136
2020,17,1,2,16538
2020,17,2,1,17250
2020,17,2,2,16663
2020,17,3,1,17362
2020,17,3,2,16781
2020,17,4,1,17337
2020,17,4,2,16720
2020,17,5,1,17229
2020,17,5,2,16555
2020,17,6,1,17201
2020,17,6,2,16498
2020,17,7,1,17186
2020,17,7,2,16459
2020,17,8,1,17187
2020,17,8,2,16436
2020,17,9,1,17196
2020,17,9,2,16434
2020,17,10,1,17220
2020,17,10,2,16463
2020,17,11,1,17259
2020,17,11,2,16514
2020,17,12,1,17303
2020,17,12,2,16575
2020,17,13,1,17355
2020,17,13,2,16636
2020,17,14,1,17422
2020,17,14,2,16717
2020,17,15,1,17476
2020,17,15,2,16818
2020,17,16,1,17471
2020,17,16,2,16890
2020,17,17,1,17409
2020,17,17,2,16927
2021,17,0,1,16938
2021,17,0,2,16325
2021,17,1,1,17042
2021,17,1,2,16446
2021,17,2,1,17159
2021,17,2,2,16573
2021,17,3,1,17273
2021,17,3,2,16692
2021,17,4,1,17383
2021,17,4,2,16805
2021,17,5,1,17364
2021,17,5,2,16740
2021,17,6,1,17259
2021,17,6,2,16572
2021,17,7,1,17232
2021,17,7,2,16518
2021,17,8,1,17217
2021,17,8,2,16484
2021,17,9,1,17220
2021,17,9,2,16462
2021,17,10,1,17231
2021,17,10,2,16460
2021,17,11,1,17257
2021,17,11,2,16485
2021,17,12,1,17295
2021,17,12,2,16535
2021,17,13,1,17334
2021,17,13,2,16595
2021,17,14,1,17377
2021,17,14,2,16652
2021,17,15,1,17427
2021,17,15,2,16734
2021,17,16,1,17461
2021,17,16,2,16835
2021,17,17,1,17441
2021,17,17,2,16898
2012,18,0,1,11894
2012,18,0,2,11428
2012,18,1,1,11789
2012,18,1,2,11326
2012,18,2,1,11710
2012,18,2,2,11242
2012,18,3,1,11643
2012,18,3,2,11167
2012,18,4,1,11574
2012,18,4,2,11091
2012,18,5,1,11514
2012,18,5,2,11012
2012,18,6,1,11471
2012,18,6,2,10946
2012,18,7,1,11428
2012,18,7,2,10889
2012,18,8,1,11360
2012,18,8,2,10816
2012,18,9,1,11268
2012,18,9,2,10731
2012,18,10,1,11186
2012,18,10,2,10661
2012,18,11,1,11116
2012,18,11,2,10605
2012,18,12,1,11061
2012,18,12,2,10551
2012,18,13,1,11029
2012,18,13,2,10503
2012,18,14,1,11011
2012,18,14,2,10471
2012,18,15,1,11000
2012,18,15,2,10460
2012,18,16,1,10992
2012,18,16,2,10467
2012,18,17,1,10976
2012,18,17,2,10468
2013,18,0,1,11968
2013,18,0,2,11520
2013,18,1,1,11909
2013,18,1,2,11457
2013,18,2,1,11850
2013,18,2,2,11389
2013,18,3,1,11791
2013,18,3,2,11316
2013,18,4,1,11734
2013,18,4,2,11245
2013,18,5,1,11673
2013,18,5,2,11169
2013,18,6,1,11617
2013,18,6,2,11089
2013,18,7,1,11575
2013,18,7,2,11022
2013,18,8,1,11530
2013,18,8,2,10961
2013,18,9,1,11456
2013,18,9,2,10881
2013,18,10,1,11358
2013,18,10,2,10788
2013,18,11,1,11267
2013,18,11,2,10709
2013,18,12,1,11187
2013,18,12,2,10643
2013,18,13,1,11121
2013,18,13,2,10582
2013,18,14,1,11076
2013,18,14,2,10528
2013,18,15,1,11047
2013,18,15,2,10489
2013,18,16,1,11023
2013,18,16,2,10474
2013,18,17,1,11003
2013,18,17,2,10476
2014,18,0,1,12034
2014,18,0,2,11609
2014,18,1,1,12020
2014,18,1,2,11591
2014,18,2,1,11992
2014,18,2,2,11542
2014,18,3,1,11943
2014,18,3,2,11471
2014,18,4,1,11888
2014,18,4,2,11394
2014,18,5,1,11832
2014,18,5,2,11316
2014,18,6,1,11772
2014,18,6,2,11237
2014,18,7,1,11714
2014,18,7,2,11153
2014,18,8,1,11667
2014,18,8,2,11079
2014,18,9,1,11613
2014,18,9,2,11011
2014,18,10,1,11530
2014,18,10,2,10920
2014,18,11,1,11422
2014,18,11,2,10816
2014,18,12,1,11320
2014,18,12,2,10730
2014,18,13,1,11231
2014,18,13,2,10661
2014,18,14,1,11154
2014,18,14,2,10595
2014,18,15,1,11100
2014,18,15,2,10537
2014,18,16,1,11060
2014,18,16,2,10496
2014,18,17,1,11027
2014,18,17,2,10479
2015,18,0,1,12083
2015,18,0,2,11673
2015,18,1,1,12126
2015,18,1,2,11711
2015,18,2,1,12128
2015,18,2,2,11691
2015,18,3,1,12098
2015,18,3,2,11627
2015,18,4,1,12045
2015,18,4,2,11546
2015,18,5,1,11985
2015,18,5,2,11458
2015,18,6,1,11927
2015,18,6,2,11374
2015,18,7,1,11861
2015,18,7,2,11288
2015,18,8,1,11796
2015,18,8,2,11197
2015,18,9,1,11737
2015,18,9,2,11113
2015,18,10,1,11671
2015,18,10,2,11031
2015,18,11,1,11576
2015,18,11,2,10930
2015,18,12,1,11457
2015,18,12,2,10821
2015,18,13,1,11347
2015,18,13,2,10733
2015,18,14,1,11250
2015,18,14,2,10661
2015,18,15,1,11165
2015,18,15,2,10595
2015,18,16,1,11102
2015,18,16,2,10536
2015,18,17,1,11055
2015,18,17,2,10495
2016,18,0,1,11922
2016,18,0,2,11504
2016,18,1,1,12167
2016,18,1,2,11758
2016,18,2,1,12221
2016,18,2,2,11793
2016,18,3,1,12219
2016,18,3,2,11760
2016,18,4,1,12183
2016,18,4,2,11688
2016,18,5,1,12118
2016,18,5,2,11594
2016,18,6,1,12048
2016,18,6,2,11499
2016,18,7,1,11986
2016,18,7,2,11413
2016,18,8,1,11915
2016,18,8,2,11323
2016,18,9,1,11844
2016,18,9,2,11227
2016,18,10,1,11777
2016,18,10,2,11134
2016,18,11,1,11701
2016,18,11,2,11043
2016,18,12,1,11600
2016,18,12,2,10940
2016,18,13,1,11476
2016,18,13,2,10830
2016,18,14,1,11361
2016,18,14,2,10740
2016,18,15,1,11258
2016,18,15,2,10665
2016,18,16,1,11167
2016,18,16,2,10595
2016,18,17,1,11099
2016,18,17,2,10536
2017,18,0,1,11724
2017,18,0,2,11292
2017,18,1,1,11977
2017,18,1,2,11557
2017,18,2,1,12233
2017,18,2,2,11814
2017,18,3,1,12286
2017,18,3,2,11845
2017,18,4,1,12281
2017,18,4,2,11808
2017,18,5,1,12230
2017,18,5,2,11724
2017,18,6,1,12148
2017,18,6,2,11624
2017,18,7,1,12078
2017,18,7,2,11531
2017,18,8,1,12015
2017,18,8,2,11446
2017,18,9,1,11946
2017,18,9,2,11357
2017,18,10,1,11871
2017,18,10,2,11257
2017,18,11,1,11798
2017,18,11,2,11158
2017,18,12,1,11722
2017,18,12,2,11067
2017,18,13,1,11619
2017,18,13,2,10963
2017,18,14,1,11491
2017,18,14,2,10851
2017,18,15,1,11371
2017,18,15,2,10754
2017,18,16,1,11263
2017,18,16,2,10670
2017,18,17,1,11165
2017,18,17,2,10597
2018,18,0,1,11634
2018,18,0,2,11205
2018,18,1,1,11782
2018,18,1,2,11346
2018,18,2,1,12044
2018,18,2,2,11614
2018,18,3,1,12298
2018,18,3,2,11866
2018,18,4,1,12348
2018,18,4,2,11892
2018,18,5,1,12327
2018,18,5,2,11844
2018,18,6,1,12259
2018,18,6,2,11753
2018,18,7,1,12177
2018,18,7,2,11654
2018,18,8,1,12106
2018,18,8,2,11563
2018,18,9,1,12044
2018,18,9,2,11479
2018,18,10,1,11971
2018,18,10,2,11387
2018,18,11,1,11892
2018,18,11,2,11281
2018,18,12,1,11818
2018,18,12,2,11182
2018,18,13,1,11741
2018,18,13,2,11091
2018,18,14,1,11633
2018,18,14,2,10984
2018,18,15,1,11500
2018,18,15,2,10865
2018,18,16,1,11374
2018,18,16,2,10760
2018,18,17,1,11259
2018,18,17,2,10673
2019,18,0,1,11549
2019,18,0,2,11121
2019,18,1,1,11694
2019,18,1,2,11260
2019,18,2,1,11851
2019,18,2,2,11405
2019,18,3,1,12110
2019,18,3,2,11667
2019,18,4,1,12360
2019,18,4,2,11912
2019,18,5,1,12393
2019,18,5,2,11928
2019,18,6,1,12355
2019,18,6,2,11873
2019,18,7,1,12286
2019,18,7,2,11783
2019,18,8,1,12203
2019,18,8,2,11686
2019,18,9,1,12133
2019,18,9,2,11596
2019,18,10,1,12069
2019,18,10,2,11508
2019,18,11,1,11991
2019,18,11,2,11410
2019,18,12,1,11911
2019,18,12,2,11304
2019,18,13,1,11836
2019,18,13,2,11205
2019,18,14,1,11754
2019,18,14,2,11111
2019,18,15,1,11641
2019,18,15,2,10998
2019,18,16,1,11501
2019,18,16,2,10870
2019,18,17,1,11370
2019,18,17,2,10763
2020,18,0,1,11467
2020,18,0,2,11042
2020,18,1,1,11609
2020,18,1,2,11177
2020,18,2,1,11762
2020,18,2,2,11320
2020,18,3,1,11917
2020,18,3,2,11459
2020,18,4,1,12173
2020,18,4,2,11714
2020,18,5,1,12404
2020,18,5,2,11948
2020,18,6,1,12420
2020,18,6,2,11957
2020,18,7,1,12381
2020,18,7,2,11903
2020,18,8,1,12312
2020,18,8,2,11814
2020,18,9,1,12230
2020,18,9,2,11717
2020,18,10,1,12156
2020,18,10,2,11624
2020,18,11,1,12088
2020,18,11,2,11530
2020,18,12,1,12010
2020,18,12,2,11433
2020,18,13,1,11928
2020,18,13,2,11327
2020,18,14,1,11848
2020,18,14,2,11224
2020,18,15,1,11762
2020,18,15,2,11124
2020,18,16,1,11643
2020,18,16,2,11003
2020,18,17,1,11496
2020,18,17,2,10874
2021,18,0,1,11392
2021,18,0,2,10970
2021,18,1,1,11526
2021,18,1,2,11098
2021,18,2,1,11677
2021,18,2,2,11237
2021,18,3,1,11827
2021,18,3,2,11373
2021,18,4,1,11980
2021,18,4,2,11506
2021,18,5,1,12216
2021,18,5,2,11751
2021,18,6,1,12430
2021,18,6,2,11976
2021,18,7,1,12446
2021,18,7,2,11985
2021,18,8,1,12405
2021,18,8,2,11933
2021,18,9,1,12337
2021,18,9,2,11845
2021,18,10,1,12251
2021,18,10,2,11745
2021,18,11,1,12174
2021,18,11,2,11645
2021,18,12,1,12106
2021,18,12,2,11552
2021,18,13,1,12026
2021,18,13,2,11454
2021,18,14,1,11940
2021,18,14,2,11345
2021,18,15,1,11856
2021,18,15,2,11237
2021,18,16,1,11763
2021,18,16,2,11129
2021,18,17,1,11637
2021,18,17,2,11005
2012,19,0,1,45243
2012,19,0,2,43836
2012,19,1,1,45191
2012,19,1,2,43815
2012,19,2,1,45219
2012,19,2,2,43823
2012,19,3,1,45253
2012,19,3,2,43819
2012,19,4,1,45248
2012,19,4,2,43776
2012,19,5,1,45243
2012,19,5,2,43688
2012,19,6,1,45269
2012,19,6,2,43625
2012,19,7,1,45278
2012,19,7,2,43573
2012,19,8,1,45174
2012,19,8,2,43432
2012,19,9,1,44971
2012,19,9,2,43225
2012,19,10,1,44791
2012,19,10,2,43058
2012,19,11,1,44662
2012,19,11,2,42929
2012,19,12,1,44598
2012,19,12,2,42807
2012,19,13,1,44645
2012,19,13,2,42711
2012,19,14,1,44786
2012,19,14,2,42689
2012,19,15,1,44994
2012,19,15,2,42778
2012,19,16,1,45265
2012,19,16,2,42960
2012,19,17,1,45561
2012,19,17,2,43153
2013,19,0,1,45526
2013,19,0,2,44202
2013,19,1,1,45499
2013,19,1,2,44199
2013,19,2,1,45506
2013,19,2,2,44184
2013,19,3,1,45521
2013,19,3,2,44154
2013,19,4,1,45541
2013,19,4,2,44122
2013,19,5,1,45537
2013,19,5,2,44069
2013,19,6,1,45545
2013,19,6,2,43989
2013,19,7,1,45598
2013,19,7,2,43949
2013,19,8,1,45643
2013,19,8,2,43924
2013,19,9,1,45582
2013,19,9,2,43814
2013,19,10,1,45430
2013,19,10,2,43640
2013,19,11,1,45310
2013,19,11,2,43515
2013,19,12,1,45248
2013,19,12,2,43437
2013,19,13,1,45253
2013,19,13,2,43369
2013,19,14,1,45365
2013,19,14,2,43325
2013,19,15,1,45566
2013,19,15,2,43346
2013,19,16,1,45821
2013,19,16,2,43470
2013,19,17,1,46130
2013,19,17,2,43677
2014,19,0,1,45783
2014,19,0,2,44558
2014,19,1,1,45777
2014,19,1,2,44594
2014,19,2,1,45804
2014,19,2,2,44570
2014,19,3,1,45801
2014,19,3,2,44510
2014,19,4,1,45811
2014,19,4,2,44453
2014,19,5,1,45837
2014,19,5,2,44414
2014,19,6,1,45852
2014,19,6,2,44373
2014,19,7,1,45889
2014,19,7,2,44320
2014,19,8,1,45981
2014,19,8,2,44310
2014,19,9,1,46072
2014,19,9,2,44319
2014,19,10,1,46067
2014,19,10,2,44245
2014,19,11,1,45978
2014,19,11,2,44116
2014,19,12,1,45926
2014,19,12,2,44044
2014,19,13,1,45933
2014,19,13,2,44022
2014,19,14,1,45998
2014,19,14,2,44002
2014,19,15,1,46161
2014,19,15,2,43992
2014,19,16,1,46398
2014,19,16,2,44037
2014,19,17,1,46680
2014,19,17,2,44171
2015,19,0,1,45971
2015,19,0,2,44820
2015,19,1,1,46033
2015,19,1,2,44939
2015,19,2,1,46078
2015,19,2,2,44943
2015,19,3,1,46099
2015,19,3,2,44874
2015,19,4,1,46095
2015,19,4,2,44793
2015,19,5,1,46116
2015,19,5,2,44737
2015,19,6,1,46165
2015,19,6,2,44717
2015,19,7,1,46212
2015,19,7,2,44709
2015,19,8,1,46290
2015,19,8,2,44690
2015,19,9,1,46430
2015,19,9,2,44716
2015,19,10,1,46581
2015,19,10,2,44766
2015,19,11,1,46643
2015,19,11,2,44741
2015,19,12,1,46623
2015,19,12,2,44667
2015,19,13,1,46639
2015,19,13,2,44651
2015,19,14,1,46701
2015,19,14,2,44673
2015,19,15,1,46808
2015,19,15,2,44679
2015,19,16,1,46996
2015,19,16,2,44681
2015,19,17,1,47247
2015,19,17,2,44721
2016,19,0,1,46093
2016,19,0,2,44678
2016,19,1,1,46153
2016,19,1,2,45053
2016,19,2,1,46264
2016,19,2,2,45170
2016,19,3,1,46310
2016,19,3,2,45151
2016,19,4,1,46329
2016,19,4,2,45070
2016,19,5,1,46314
2016,19,5,2,44977
2016,19,6,1,46328
2016,19,6,2,44920
2016,19,7,1,46392
2016,19,7,2,44919
2016,19,8,1,46459
2016,19,8,2,44930
2016,19,9,1,46561
2016,19,9,2,44930
2016,19,10,1,46759
2016,19,10,2,45010
2016,19,11,1,46971
2016,19,11,2,45118
2016,19,12,1,47067
2016,19,12,2,45121
2016,19,13,1,47078
2016,19,13,2,45073
2016,19,14,1,47116
2016,19,14,2,45076
2016,19,15,1,47278
2016,19,15,2,45169
2016,19,16,1,47475
2016,19,16,2,45237
2016,19,17,1,47658
2016,19,17,2,45229
2017,19,0,1,46107
2017,19,0,2,44395
2017,19,1,1,46194
2017,19,1,2,44766
2017,19,2,1,46304
2017,19,2,2,45173
2017,19,3,1,46421
2017,19,3,2,45289
2017,19,4,1,46464
2017,19,4,2,45265
2017,19,5,1,46446
2017,19,5,2,45157
2017,19,6,1,46395
2017,19,6,2,45041
2017,19,7,1,46407
2017,19,7,2,44986
2017,19,8,1,46469
2017,19,8,2,44987
2017,19,9,1,46535
2017,19,9,2,44998
2017,19,10,1,46691
2017,19,10,2,45063
2017,19,11,1,46943
2017,19,11,2,45207
2017,19,12,1,47153
2017,19,12,2,45313
2017,19,13,1,47242
2017,19,13,2,45312
2017,19,14,1,47243
2017,19,14,2,45259
2017,19,15,1,47442
2017,19,15,2,45381
2017,19,16,1,47760
2017,19,16,2,45592
2017,19,17,1,47937
2017,19,17,2,45649
2018,19,0,1,46048
2018,19,0,2,44335
2018,19,1,1,46207
2018,19,1,2,44483
2018,19,2,1,46343
2018,19,2,2,44886
2018,19,3,1,46457
2018,19,3,2,45290
2018,19,4,1,46571
2018,19,4,2,45401
2018,19,5,1,46576
2018,19,5,2,45350
2018,19,6,1,46524
2018,19,6,2,45220
2018,19,7,1,46471
2018,19,7,2,45106
2018,19,8,1,46481
2018,19,8,2,45052
2018,19,9,1,46542
2018,19,9,2,45054
2018,19,10,1,46662
2018,19,10,2,45128
2018,19,11,1,46872
2018,19,11,2,45256
2018,19,12,1,47120
2018,19,12,2,45398
2018,19,13,1,47324
2018,19,13,2,45501
2018,19,14,1,47403
2018,19,14,2,45495
2018,19,15,1,47563
2018,19,15,2,45560
2018,19,16,1,47916
2018,19,16,2,45797
2018,19,17,1,48214
2018,19,17,2,45998
2019,19,0,1,46005
2019,19,0,2,44293
2019,19,1,1,46147
2019,19,1,2,44422
2019,19,2,1,46355
2019,19,2,2,44603
2019,19,3,1,46494
2019,19,3,2,45003
2019,19,4,1,46604
2019,19,4,2,45399
2019,19,5,1,46680
2019,19,5,2,45484
2019,19,6,1,46650
2019,19,6,2,45412
2019,19,7,1,46596
2019,19,7,2,45283
2019,19,8,1,46542
2019,19,8,2,45171
2019,19,9,1,46551
2019,19,9,2,45118
2019,19,10,1,46665
2019,19,10,2,45181
2019,19,11,1,46838
2019,19,11,2,45317
2019,19,12,1,47045
2019,19,12,2,45442
2019,19,13,1,47288
2019,19,13,2,45581
2019,19,14,1,47482
2019,19,14,2,45681
2019,19,15,1,47718
2019,19,15,2,45792
2019,19,16,1,48030
2019,19,16,2,45970
2019,19,17,1,48362
2019,19,17,2,46198
2020,19,0,1,45977
2020,19,0,2,44264
2020,19,1,1,46103
2020,19,1,2,44378
2020,19,2,1,46292
2020,19,2,2,44540
2020,19,3,1,46503
2020,19,3,2,44719
2020,19,4,1,46637
2020,19,4,2,45111
2020,19,5,1,46711
2020,19,5,2,45479
2020,19,6,1,46752
2020,19,6,2,45544
2020,19,7,1,46719
2020,19,7,2,45474
2020,19,8,1,46664
2020,19,8,2,45346
2020,19,9,1,46609
2020,19,9,2,45234
2020,19,10,1,46671
2020,19,10,2,45243
2020,19,11,1,46837
2020,19,11,2,45366
2020,19,12,1,47008
2020,19,12,2,45499
2020,19,13,1,47209
2020,19,13,2,45621
2020,19,14,1,47443
2020,19,14,2,45757
2020,19,15,1,47792
2020,19,15,2,45971
2020,19,16,1,48178
2020,19,16,2,46195
2020,19,17,1,48470
2020,19,17,2,46364
2021,19,0,1,45957
2021,19,0,2,44244
2021,19,1,1,46073
2021,19,1,2,44347
2021,19,2,1,46244
2021,19,2,2,44494
2021,19,3,1,46435
2021,19,3,2,44652
2021,19,4,1,46643
2021,19,4,2,44826
2021,19,5,1,46742
2021,19,5,2,45190
2021,19,6,1,46780
2021,19,6,2,45537
2021,19,7,1,46818
2021,19,7,2,45604
2021,19,8,1,46784
2021,19,8,2,45536
2021,19,9,1,46728
2021,19,9,2,45408
2021,19,10,1,46726
2021,19,10,2,45356
2021,19,11,1,46838
2021,19,11,2,45423
2021,19,12,1,47002
2021,19,12,2,45544
2021,19,13,1,47169
2021,19,13,2,45675
2021,19,14,1,47359
2021,19,14,2,45793
2021,19,15,1,47747
2021,19,15,2,46041
2021,19,16,1,48245
2021,19,16,2,46367
2021,19,17,1,48612
2021,19,17,2,46583
2012,20,0,1,39533
2012,20,0,2,38146
2012,20,1,1,39709
2012,20,1,2,38412
2012,20,2,1,39973
2012,20,2,2,38736
2012,20,3,1,40261
2012,20,3,2,39066
2012,20,4,1,40521
2012,20,4,2,39364
2012,20,5,1,40773
2012,20,5,2,39614
2012,20,6,1,41031
2012,20,6,2,39866
2012,20,7,1,41234
2012,20,7,2,40098
2012,20,8,1,41282
2012,20,8,2,40210
2012,20,9,1,41177
2012,20,9,2,40218
2012,20,10,1,41015
2012,20,10,2,40207
2012,20,11,1,40807
2012,20,11,2,40161
2012,20,12,1,40551
2012,20,12,2,40042
2012,20,13,1,40281
2012,20,13,2,39863
